police_station,junction_name,grid_lat,grid_lon,hour_sin,hour_cos,day_sin,day_cos,police_station_freq,junction_name_freq,vehicle_mass_impact,prev_hour_impact,prev_2hour_impact,predicted_impact,actual_impact
Vijayanagara,BTP027 - Modi Bridge Junction,12.9977,77.5502,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.048238284242044425,0.01305619385836641,0.5,1.2,1.2,1.2306372,1.2
Upparpet,BTP040 - Elite Junction,12.9776,77.5769,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.1027261332776269,0.028967342107095607,2.0,0.0,0.0,1.1270365,1.0
Jayanagara,BTP218 - Syndicate Bank Junction,12.9321,77.5838,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.011559083629273728,0.0012533946104031752,1.0,0.0,0.0,1.2398503,1.2
Upparpet,BTP057 - Anand Rao Junction,12.9803,77.5749,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.1027261332776269,0.013317317735533737,1.0,0.0,0.0,1.2247443,1.2
Halasuru Gate,BTP180 - Swagath Poornima Theatre,12.9612,77.5872,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.025520506928486873,0.001288211127358819,2.0,2.4,0.0,1.2688787,1.2
HSR Layout,No Junction,12.9121,77.638,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.01568484088851751,0.5119768818327415,1.0,1.0,0.0,1.1514835,1.2
Upparpet,BTP044 - Sagar Theatre Junction,12.9774,77.5789,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.1027261332776269,0.03302346633242811,6.0,0.0,0.0,3.5172632,3.0
Bellandur,No Junction,12.9274,77.681,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.01704268504978762,0.5119768818327415,1.0,0.0,0.0,1.2362102,1.2
Banaswadi,No Junction,12.9964,77.6686,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.012795069981199081,0.5119768818327415,1.0,0.0,0.0,1.8181374,1.2
Malleshwaram,"BTP182 - 19th Main Junction, Rajajinagar",12.9992,77.5508,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.08923473295731495,0.005692500522247754,4.0,1.2,3.2,2.2736142,2.2
Malleshwaram,No Junction,13.0079,77.5712,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.08923473295731495,0.5119768818327415,0.5,1.0,1.2,1.1004763,1.0
Shivajinagar,BTP211 - Central Street Junction,12.9841,77.6036,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.08265441125269828,0.01808718055845693,1.0,2.4,2.4,1.1559649,1.0
Rajajinagar,No Junction,13.0118,77.5515,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.03814149432490774,0.5119768818327415,2.0,0.0,0.0,1.265182,1.2
Shivajinagar,No Junction,12.9828,77.6107,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.08265441125269828,0.5119768818327415,1.0,1.2,1.2,1.2136575,1.0
J.P. Nagar,BTP196 - Sarakki Main Road,12.9139,77.579,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.005413968386602604,0.0002611238771673282,0.5,0.0,0.0,1.4572635,1.2
Whitefield,No Junction,12.8966,77.7199,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.009296010027156883,0.5119768818327415,1.0,0.0,0.0,1.3269966,1.2
Jeevanbheemanagar,No Junction,12.9713,77.6452,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.021464382703154376,0.5119768818327415,1.0,0.0,0.0,1.1817127,1.0
Magadi Road,BTP074 - Leprosy Hospital Junction,12.9757,77.5612,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.026460552886289256,0.0038994498990321006,2.0,0.0,0.0,1.4229461,1.0
Upparpet,BTP058 - Subbanna Junction,12.9791,77.5761,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.1027261332776269,0.017965322749112177,2.0,0.0,0.0,1.2844112,1.2
Malleshwaram,No Junction,13.007,77.5712,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,2.0,1.2,0.0,1.1697345,1.0
Hebbala,No Junction,13.0725,77.6052,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.009208968734767774,0.5119768818327415,2.0,0.0,0.0,1.3221207,1.2
Upparpet,BTP045 - Danvanthri Road Junction,12.9776,77.5741,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.1027261332776269,0.008477821878699256,1.0,0.0,0.0,1.1943605,1.2
Malleshwaram,No Junction,12.9942,77.5714,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.08923473295731495,0.5119768818327415,2.0,1.2,5.8,1.333608,1.0
Magadi Road,BTP071 - Prasanna Junction,12.9737,77.5513,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.026460552886289256,0.002019357983427338,1.5,1.0,3.0,3.0429854,1.9999999999999996
Kamakshipalya,BTP208 - Havanur Circle,12.986,77.5372,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.005083211475523989,0.004177982034677251,2.5,2.4,0.0,2.9735746,4.8
HAL Old Airport,No Junction,12.9339,77.6908,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,4.5,3.6,0.0,9.454902,9.5
Chikkajala,No Junction,13.1433,77.6177,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0190968595501706,0.5119768818327415,1.0,0.0,0.0,1.3030524,1.2
Upparpet,BTP057 - Anand Rao Junction,12.9789,77.5751,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.1027261332776269,0.013317317735533737,1.5,1.2,1.2,2.3937209,2.4
High ground,BTP034 - LRDE Junction,12.9888,77.5923,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.00964417519671332,0.0006789220806350533,2.0,0.0,0.0,1.1248772,1.2
Malleshwaram,No Junction,13.0061,77.5711,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,4.0,1.0,1.2,2.514121,1.9999999999999996
Halasuru Gate,"BTP080 - NR Road, SP Road Junction",12.9647,77.5841,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.025520506928486873,0.014762203189192953,0.5,2.4,0.0,1.1906322,1.2
Banaswadi,No Junction,13.022,77.6373,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.012795069981199081,0.5119768818327415,2.0,0.0,0.0,1.2313582,1.0
Upparpet,BTP045 - Danvanthri Road Junction,12.9777,77.5754,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.1027261332776269,0.008477821878699256,2.0,1.2,0.0,1.4161565,1.0
Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",12.9647,77.5381,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.048238284242044425,0.007050344683517861,2.0,0.0,0.0,1.1879852,1.0
Magadi Road,BTP010 - Rajajinagar Entrance,12.9826,77.5602,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.026460552886289256,0.003620917763386951,1.5,1.2,1.2,2.3767955,2.4
HAL Old Airport,No Junction,12.9327,77.6884,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.063818675579695,0.5119768818327415,1.0,1.0,1.0,1.3299344,1.0
Upparpet,BTP040 - Elite Junction,12.9774,77.5765,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.1027261332776269,0.028967342107095607,1.0,2.0,11.0,1.5670604,1.0
Jeevanbheemanagar,No Junction,12.9775,77.6366,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.021464382703154376,0.5119768818327415,2.0,0.0,0.0,1.3604841,1.0
Hebbala,No Junction,13.036,77.5894,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.009208968734767774,0.5119768818327415,1.0,1.2,0.0,1.2679635,1.2
Malleshwaram,"BTP182 - 19th Main Junction, Rajajinagar",13.0003,77.5501,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.08923473295731495,0.005692500522247754,1.0,3.5999999999999996,0.0,1.6147597,2.4
Vijayanagara,BTP205 - Modi Hospital Junction,12.9973,77.5457,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.048238284242044425,0.004839495856834482,2.0,0.0,0.0,1.3113976,1.2
High ground,"BTP033 - Sophia High School, Sankey Road",12.9912,77.5886,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.00964417519671332,0.00027853213564515007,2.0,2.4,1.2,1.7967522,4.8
Upparpet,BTP040 - Elite Junction,12.9772,77.5765,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.1027261332776269,0.028967342107095607,1.5,1.0,4.0,2.5284567,1.9999999999999996
City Market,BTP082 - KR Market Junction,12.9644,77.5771,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.06268713877863659,0.03944711371074438,0.5,1.2,2.4,1.1977639,1.2
Halasuru Gate,BTP064 - Devanga Hostel Junction,12.9629,77.5902,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.025520506928486873,0.0006092890467237658,0.5,1.0,1.0,0.9922487,1.0
HAL Old Airport,No Junction,12.933,77.6913,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.063818675579695,0.5119768818327415,4.0,2.5,0.0,5.2112885,1.9999999999999996
Pulikeshinagar(F.Town),No Junction,12.9957,77.6135,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.013561033354223243,0.5119768818327415,1.0,1.0,6.0,1.3971801,1.9999999999999996
Shivajinagar,BTP211 - Central Street Junction,12.9841,77.6032,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.08265441125269828,0.01808718055845693,2.0,0.0,0.0,1.4575384,1.0
Vijayanagara,BTP027 - Modi Bridge Junction,12.9976,77.5493,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.048238284242044425,0.01305619385836641,2.0,1.2,2.0,1.5012721,1.0
Mahadevapura,No Junction,12.9947,77.6988,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.021986630457489033,0.5119768818327415,1.0,0.0,0.0,1.2076422,1.2
Upparpet,BTP044 - Sagar Theatre Junction,12.9748,77.5786,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.1027261332776269,0.03302346633242811,2.0,0.0,0.0,1.150055,1.0
HSR Layout,No Junction,12.9072,77.6291,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.01568484088851751,0.5119768818327415,1.0,2.4,0.0,1.3852769,1.2
Adugodi,No Junction,12.938,77.6189,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0157544739224288,0.5119768818327415,2.0,0.0,0.0,1.1466454,1.0
V.V.Puram (C.Pet),BTP212 - Minto Junction,12.9623,77.5721,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.007711858505675092,0.0006963303391128751,1.0,0.0,0.0,1.2104337,1.0
Malleshwaram,No Junction,12.998,77.5694,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.08923473295731495,0.5119768818327415,2.0,0.0,0.0,1.2010852,1.5
Wilson Garden,BTP103 - Shanti Nagar TTMC,12.9543,77.5901,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.013091010375322053,0.0005918807882459439,0.5,0.0,0.0,1.0375955,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.9809,77.6106,1.0,6.123233995736766e-17,0.0,1.0,0.08265441125269828,0.04388621962258896,1.0,2.4,0.0,1.2908518,1.2
HAL Old Airport,No Junction,12.9336,77.691,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.063818675579695,0.5119768818327415,1.0,8.0,1.2,2.3425171,3.9999999999999996
Jayanagara,BTP220 - Puttanna Junction,12.9289,77.582,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.011559083629273728,0.0008530046654132721,2.0,1.0,0.0,1.0942327,1.0
Malleshwaram,No Junction,13.0077,77.5711,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.08923473295731495,0.5119768818327415,2.0,1.2,1.2,1.2067399,1.2
HSR Layout,No Junction,12.9131,77.6255,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.01568484088851751,0.5119768818327415,1.5,1.2,0.0,2.2042885,1.9999999999999996
Malleshwaram,No Junction,12.9967,77.5685,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,2.0,0.0,0.0,1.2164826,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.9826,77.6073,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.08265441125269828,0.04388621962258896,0.5,2.4,1.2,1.2084883,1.2
Upparpet,BTP044 - Sagar Theatre Junction,12.9774,77.58,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.1027261332776269,0.03302346633242811,2.0,0.0,0.0,1.1288204,1.2
Halasur,BTP146 - Domlur Water Tank,12.9602,77.6384,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.01305619385836641,0.00045261472042336886,0.5,0.0,0.0,1.0163395,1.0
Vijayanagara,BTP207 - 8th Main Road Basaveshwara Nagar,12.9915,77.5383,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.048238284242044425,0.001444885453659216,1.0,2.5,2.4,2.005169,2.5
Sheshadripuram,BTP057 - Anand Rao Junction,12.9803,77.5722,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.01027087250191491,0.013317317735533737,1.0,0.0,0.0,1.2872642,1.2
Upparpet,BTP045 - Danvanthri Road Junction,12.9763,77.5746,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.1027261332776269,0.008477821878699256,1.0,0.0,0.0,1.1954857,1.2
HAL Old Airport,No Junction,12.9716,77.712,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,10.0,2.5,1.0,7.762665,5.199999999999999
Shivajinagar,BTP051 - Safina Plaza Junction,12.9815,77.6102,1.0,6.123233995736766e-17,0.0,1.0,0.08265441125269828,0.04388621962258896,1.0,1.2,1.0,1.2885997,1.2
Malleshwaram,"BTP182 - 19th Main Junction, Rajajinagar",12.9985,77.5508,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.08923473295731495,0.005692500522247754,2.5,0.0,0.0,2.5504572,2.4
Halasuru Gate,BTP082 - KR Market Junction,12.9649,77.5803,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.025520506928486873,0.03944711371074438,0.5,1.2,1.2,1.1733905,1.2
Halasur,No Junction,12.9736,77.6231,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.01305619385836641,0.5119768818327415,2.0,0.0,0.0,1.0768241,1.0
City Market,BTP082 - KR Market Junction,12.9675,77.578,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.06268713877863659,0.03944711371074438,4.0,0.0,0.0,3.4797523,4.8
Rajajinagar,BTP018 - Dhobi Ghat Junction,12.9874,77.5509,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.03814149432490774,0.001584151521481791,4.0,0.0,0.0,3.1394517,2.4
Malleshwaram,No Junction,13.0125,77.5534,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,4.0,1.2,1.0,2.2754598,2.2
Jayanagara,"BTP190 - 36th Cross, 4th Main, Jayanagar",12.9233,77.5838,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.011559083629273728,0.00019149084325604068,2.0,0.0,0.0,1.1081648,1.0
Adugodi,BTP132 - Anepalya Junction,12.9491,77.606,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0157544739224288,0.0006963303391128751,2.0,1.0,0.0,1.1972826,1.0
Pulikeshinagar(F.Town),No Junction,12.995,77.6161,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.013561033354223243,0.5119768818327415,2.0,0.0,0.0,1.1735029,1.5
HAL Old Airport,No Junction,12.9569,77.7029,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.063818675579695,0.5119768818327415,1.0,2.0,0.0,1.1585616,1.0
Upparpet,BTP040 - Elite Junction,12.9754,77.5762,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.1027261332776269,0.028967342107095607,1.0,2.4,0.0,1.4005914,1.0
Cubbon Park,BTP037 - KR Circle,12.977,77.5861,0.0,1.0,0.43388373911755823,-0.900968867902419,0.010218647726481444,0.0007311468560685189,2.0,0.0,0.0,1.0781709,5.0
Chikkajala,No Junction,13.1843,77.6798,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0190968595501706,0.5119768818327415,2.0,2.0,5.0,1.8487253,2.5
Malleshwaram,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",12.9983,77.5578,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.08923473295731495,0.004386881136411114,0.5,0.0,0.0,1.1584755,1.2
Upparpet,BTP044 - Sagar Theatre Junction,12.9732,77.5791,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.1027261332776269,0.03302346633242811,1.5,3.5999999999999996,1.0,2.235334,2.4
Electronic City,No Junction,12.8706,77.6556,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.015893739990251374,0.5119768818327415,2.0,1.2,0.0,1.3239164,2.4
Chikkajala,No Junction,13.1839,77.6798,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.0190968595501706,0.5119768818327415,8.0,0.0,0.0,4.5789337,3.9999999999999996
Halasur,No Junction,12.9713,77.6181,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.01305619385836641,0.5119768818327415,0.5,20.4,9.6,1.4919062,1.2
Chamarajpet,"BTP083 - AS Char Street, Mysore Road",12.9672,77.5742,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.013299909477055916,0.011924657057307986,1.0,1.0,2.0,1.1466802,1.2
Pulikeshinagar(F.Town),No Junction,12.993,77.6125,0.7071067811865475,0.7071067811865476,0.0,1.0,0.013561033354223243,0.5119768818327415,2.0,0.0,0.0,1.164388,1.0
Whitefield,No Junction,12.9869,77.7338,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.009296010027156883,0.5119768818327415,1.0,0.0,0.0,1.7137506,1.5
Electronic City,No Junction,12.8419,77.6457,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.015893739990251374,0.5119768818327415,0.5,1.0,1.2,1.1079187,1.2
Sadashivanagar,No Junction,13.029,77.5707,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.006684771255483601,0.5119768818327415,0.5,0.0,0.0,1.2887772,1.5
Jnanabharathi,No Junction,12.961,77.5119,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.003568692987953485,0.5119768818327415,2.0,1.0,0.0,1.1109898,1.2
HAL Old Airport,No Junction,12.9564,77.6964,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.063818675579695,0.5119768818327415,2.0,0.0,0.0,1.6476121,2.5
Basavanagudi,BTP216 - Yediyur Junction,12.9385,77.5769,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.018417937469535548,0.0009574542162802033,2.0,0.0,0.0,1.1602054,1.0
Mahadevapura,No Junction,12.9779,77.7133,0.0,1.0,0.43388373911755823,-0.900968867902419,0.021986630457489033,0.5119768818327415,1.0,0.0,0.0,1.3822453,2.4
Upparpet,BTP057 - Anand Rao Junction,12.9803,77.5741,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.1027261332776269,0.013317317735533737,1.0,0.0,0.0,1.2441697,1.2
K.R. Pura,No Junction,13.0043,77.7107,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.024632685746117957,0.5119768818327415,0.5,0.0,0.0,1.5803027,1.2
Halasur,No Junction,12.9749,77.6205,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.01305619385836641,0.5119768818327415,1.0,0.0,0.0,1.1086538,2.5
Basavanagudi,BTP216 - Yediyur Junction,12.9373,77.5769,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.018417937469535548,0.0009574542162802033,2.0,0.0,0.0,1.1493534,1.0
City Market,BTP082 - KR Market Junction,12.9645,77.5779,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.06268713877863659,0.03944711371074438,1.5,1.0,1.2,2.5444129,2.4
Hebbala,No Junction,13.0354,77.5891,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.009208968734767774,0.5119768818327415,0.5,1.2,1.0,1.0839458,1.0
Halasuru Gate,BTP076 - Hudson Circle,12.9682,77.5884,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.025520506928486873,0.0018975001740825848,2.0,0.0,0.0,1.2376853,1.0
V.V.Puram (C.Pet),BTP107 - National College Junction,12.9505,77.5723,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.007711858505675092,0.0005222477543346564,3.0,0.0,0.0,2.4659212,5.0
HAL Old Airport,No Junction,12.9334,77.6911,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.063818675579695,0.5119768818327415,2.0,22.5,1.8,3.9613638,7.5
Kodigehalli,No Junction,13.0714,77.5882,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.031578580878768886,0.5119768818327415,0.5,0.0,0.0,1.285756,1.2
Shivajinagar,BTP211 - Central Street Junction,12.9843,77.6027,0.49999999999999994,0.8660254037844387,0.0,1.0,0.08265441125269828,0.01808718055845693,1.5,1.0,2.0,2.7615721,2.4
Basavanagudi,No Junction,12.9427,77.5672,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.018417937469535548,0.5119768818327415,1.0,1.2,1.2,1.3846406,1.2
Wilson Garden,BTP218 - Syndicate Bank Junction,12.9373,77.585,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.013091010375322053,0.0012533946104031752,0.5,0.0,0.0,1.117346,1.0
HAL Old Airport,No Junction,12.9363,77.6928,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,1.0,0.0,0.0,1.6703501,2.5
City Market,BTP082 - KR Market Junction,12.9635,77.5774,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.06268713877863659,0.03944711371074438,1.0,1.2,2.5,1.2900125,1.0
K.R. Pura,No Junction,13.0094,77.6931,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.024632685746117957,0.5119768818327415,1.0,2.0,2.0,1.0566136,1.0
Yeshwanthpura,No Junction,13.0213,77.5286,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.008181881484576284,0.5119768818327415,1.0,0.0,0.0,1.3489769,1.0
Cubbon Park,BTP047 - Vidhan Soudha Metro Station,12.9798,77.5926,0.8660254037844386,0.5000000000000001,0.0,1.0,0.010218647726481444,0.0005396560128124782,7.0,1.2,0.0,4.957053,8.000000000000002
Vijayanagara,BTP208 - Havanur Circle,12.9892,77.5378,0.0,1.0,0.0,1.0,0.048238284242044425,0.004177982034677251,2.0,1.2,1.2,1.2404724,1.2
City Market,BTP044 - Sagar Theatre Junction,12.972,77.5768,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.06268713877863659,0.03302346633242811,1.0,0.0,0.0,1.3058913,2.4
Whitefield,No Junction,12.9628,77.7173,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.009296010027156883,0.5119768818327415,2.0,0.0,0.0,1.2840537,1.2
Peenya,No Junction,13.042,77.5145,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.003603509504909129,0.5119768818327415,0.5,1.0,0.0,1.630579,1.0
Shivajinagar,BTP051 - Safina Plaza Junction,12.9809,77.611,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.08265441125269828,0.04388621962258896,2.0,0.0,0.0,1.3935556,1.2
Jeevanbheemanagar,No Junction,12.9748,77.645,0.0,1.0,0.0,1.0,0.021464382703154376,0.5119768818327415,2.0,0.0,0.0,1.1851448,1.0
Upparpet,BTP057 - Anand Rao Junction,12.9796,77.5749,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.1027261332776269,0.013317317735533737,2.0,1.0,1.0,1.3056345,1.0
Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",12.9937,77.5528,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.03814149432490774,0.004386881136411114,2.0,0.0,0.0,1.2388895,1.2
Shivajinagar,BTP211 - Central Street Junction,12.9817,77.6056,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.08265441125269828,0.01808718055845693,1.0,0.0,0.0,1.3452076,1.2
Malleshwaram,No Junction,13.0115,77.5546,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.08923473295731495,0.5119768818327415,1.0,1.0,1.2,1.1446099,1.2
Malleshwaram,No Junction,12.9997,77.5713,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,0.5,4.8,2.4,1.0923512,1.2
Byatarayanapura,BTP098 - Nayandahalli Junction,12.9451,77.5305,-1.0,-1.8369701987210297e-16,0.0,1.0,0.016433396003063854,0.0008181881484576283,1.0,0.0,0.0,2.415904,2.5
Chikkajala,No Junction,13.1836,77.6797,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.0190968595501706,0.5119768818327415,2.0,22.5,2.4,1.2434604,1.0
HAL Old Airport,No Junction,12.9397,77.6956,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.063818675579695,0.5119768818327415,6.0,5.0,0.0,6.868689,7.5
Malleshwaram,No Junction,12.9912,77.5714,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.08923473295731495,0.5119768818327415,3.0,0.0,0.0,2.2888162,3.4000000000000004
Whitefield,No Junction,12.8968,77.72,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.009296010027156883,0.5119768818327415,0.5,1.2,1.0,1.1047385,1.0
K.R. Pura,No Junction,13.0087,77.6961,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.024632685746117957,0.5119768818327415,1.0,1.2,1.2,1.6548728,1.2
Shivajinagar,No Junction,12.9839,77.6087,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.08265441125269828,0.5119768818327415,1.0,0.0,0.0,1.5276859,2.4
